log,n_traces,n_unique_traces,ratio_unique_traces_per_trace,n_events,trace_len_min,trace_len_max,trace_len_mean,trace_len_median,trace_len_mode,trace_len_std,trace_len_variance,trace_len_q1,trace_len_q3,trace_len_iqr,trace_len_geometric_mean,trace_len_geometric_std,trace_len_harmonic_mean,trace_len_skewness,trace_len_kurtosis,trace_len_coefficient_variation,trace_len_entropy,trace_len_hist1,trace_len_hist2,trace_len_hist3,trace_len_hist4,trace_len_hist5,trace_len_hist6,trace_len_hist7,trace_len_hist8,trace_len_hist9,trace_len_hist10,trace_len_skewness_hist,trace_len_kurtosis_hist,ratio_most_common_variant,ratio_top_1_variants,ratio_top_5_variants,ratio_top_10_variants,ratio_top_20_variants,ratio_top_50_variants,ratio_top_75_variants,mean_variant_occurrence,std_variant_occurrence,skewness_variant_occurrence,kurtosis_variant_occurrence,n_unique_activities,activities_min,activities_max,activities_mean,activities_median,activities_std,activities_variance,activities_q1,activities_q3,activities_iqr,activities_skewness,activities_kurtosis,n_unique_start_activities,start_activities_min,start_activities_max,start_activities_mean,start_activities_median,start_activities_std,start_activities_variance,start_activities_q1,start_activities_q3,start_activities_iqr,start_activities_skewness,start_activities_kurtosis,n_unique_end_activities,end_activities_min,end_activities_max,end_activities_mean,end_activities_median,end_activities_std,end_activities_variance,end_activities_q1,end_activities_q3,end_activities_iqr,end_activities_skewness,end_activities_kurtosis,entropy_trace,entropy_prefix,entropy_global_block,entropy_lempel_ziv,entropy_k_block_diff_1,entropy_k_block_diff_3,entropy_k_block_diff_5,entropy_k_block_ratio_1,entropy_k_block_ratio_3,entropy_k_block_ratio_5,entropy_knn_3,entropy_knn_5,entropy_knn_7
scenario2_1000_all_0.05,1000,1000,1,26519,23,30,26.519,27,27,0.565366252972354,0.319639,26,27,1,26.5129667591116,1.0215825671991,26.5069221659954,0.008431696255109,2.84023726904374,0.021319290055144,6.90752793567181,0.001428571428571,0.002857142857143,0.005714285714286,0,0.680000000000001,0.727142857142858,0,0.005714285714286,0.004285714285714,0.001428571428571,1.50510552553749,0.274427290106414,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,49,1,1002,541.204081632653,347,413.859730727736,171279.876718034,190,999,809,0.068438994481471,-1.76012970978594,4,1,996,250,1.5,430.703494297411,185505.5,1,250.5,249.5,1.15469742676754,-0.666669064126471,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,11.589,15.956,2.435,5.098,5.098,5.098,5.098,5.098,5.098,5.475,4.953,4.623
scenario2_1000_all_0.1,1000,1000,1,26523,23,30,26.523,27,26,0.658385145640453,0.433471,26,27,1,26.5148904211889,1.02501179730993,26.5068307066958,0.588064837148463,4.67272946902921,0.024823177832087,6.90744844603417,0.001428571428571,0.007142857142857,0.012857142857143,0,0.687142857142858,0.685714285714287,0,0.015714285714286,0.012857142857143,0.005714285714286,1.49860966115802,0.248159871572648,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,71,1,1004,373.56338028169,202,424.9798249526,180607.851616743,1,998.5,997.5,0.652754130902697,-1.34884689945039,6,1,995,166.666666666667,1,370.441928272465,137227.222222222,1,1,0,1.78885438199983,1.2,3,1,998,333.333333333333,1,469.990307228659,220890.888888889,1,499.5,498.5,0.707106781186548,-1.5,9.966,11.643,15.973,2.444,5.107,5.107,5.107,5.107,5.107,5.107,5.486,4.958,4.626
scenario2_1000_all_0.15,1000,1000,1,26528,23,30,26.528,26,26,0.6791288537531,0.461216,26,27,1,26.5193883541286,1.02577084577541,26.5108438094174,0.683967882859894,4.73944089199714,0.02560045437851,6.90742922828038,0.002857142857143,0.004285714285714,0.011428571428571,0,0.702857142857144,0.660000000000001,0,0.024285714285714,0.017142857142857,0.005714285714286,1.50199934558638,0.268369704803299,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,80,1,1003,331.6,183.5,417.407822159576,174229.29,1,998.25,997.25,0.835812969926712,-1.07487517507623,8,1,990,125,1,326.939979201076,106889.75,1,2.25,1.25,2.26776715052951,3.14280748208312,7,1,994,142.857142857143,1,347.477616369099,120740.693877551,1,1,0,2.04124145231932,2.16666666666667,9.966,11.691,16,2.47,5.11,5.11,5.11,5.11,5.11,5.11,5.487,4.961,4.631
scenario2_1000_all_0.2,1000,1000,1,26511,23,30,26.511,27,27,0.736124310154202,0.541879,26,27,1,26.5007727308488,1.02820132170816,26.4905170297923,0.112478697603397,4.75843861851233,0.027766750034107,6.9073697996783,0.005714285714286,0.011428571428572,0.028571428571429,0,0.661428571428572,0.671428571428572,0,0.03,0.012857142857143,0.007142857142857,1.49511774372739,0.244280392995302,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,87,1,1003,304.724137931034,1,409.741288986256,167887.923900119,1,499.5,498.5,0.961074071666441,-0.84674009222613,7,1,991,142.857142857143,2,346.253180932858,119891.265306122,1,2,1,2.04123379072593,2.1666499849013,6,1,995,166.666666666667,1,370.441928272465,137227.222222222,1,1,0,1.78885438199983,1.2,9.966,11.741,16.027,2.514,5.114,5.114,5.114,5.114,5.114,5.114,5.504,4.977,4.645
scenario2_1000_attribute_0.05,1000,1000,1,26462,26,27,26.462,26,26,0.4985539088203,0.248556,26,27,1,26.4573120879619,1.01900331038092,26.4526339588515,0.152440886843782,-1.97676177601828,0.018840371431498,6.9075779583855,5.37999999999992,0,0,0,0,0,0,0,0,4.61999999999993,1.52675542927371,0.37463499830148,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,171,1000,645.414634146341,1000,370.338077293112,137150.291493159,236,1000,764,-0.145302499252813,-1.889009021006,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,11.554,15.936,2.401,5.094,5.094,5.094,5.094,5.094,5.094,5.467,4.941,4.612
scenario2_1000_attribute_0.1,1000,1000,1,26477,26,27,26.477,26,26,0.499470719862536,0.249471,26,27,1,26.4722939427489,1.0190385869121,26.4675941635562,0.092097490745122,-1.99151805219845,0.018864324502872,6.90757744003395,5.22999999999993,0,0,0,0,0,0,0,0,4.76999999999993,1.5098756090926,0.296055785729813,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,165,1000,645.780487804878,1000,370.191744132892,137041.927424152,226,1000,774,-0.149012040656574,-1.88366367077078,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,11.551,15.946,2.409,5.094,5.094,5.094,5.094,5.094,5.094,5.478,4.954,4.624
scenario2_1000_attribute_0.15,1000,1000,1,26484,26,27,26.484,26,26,0.499743934430424,0.249744,26,27,1,26.4792883780022,1.01904909974225,26.4745813848243,0.064032793187308,-1.99589980139663,0.018869654675669,6.90757730815768,5.15999999999993,0,0,0,0,0,0,0,0,4.83999999999993,1.50478987908639,0.272345625786911,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,180,1000,645.951219512195,1000,370.025902271951,136919.168352171,229,1000,771,-0.148852513414027,-1.88482085096183,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,11.547,15.943,2.414,5.094,5.094,5.094,5.094,5.094,5.094,5.469,4.948,4.619
scenario2_1000_attribute_0.2,1000,1000,1,26478,26,27,26.478,26,26,0.499515765516965,0.249516,26,27,1,26.4732930346576,1.01904032018452,26.4685921122087,0.088085307887046,-1.99224097853444,0.018865313298473,6.9075774169114,5.21999999999993,0,0,0,0,0,0,0,0,4.77999999999993,1.50903887613935,0.292155966937817,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,182,1000,645.80487804878,1000,370.082207051629,136960.839976205,238,1000,762,-0.147422937669979,-1.88677668402933,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,11.547,15.936,2.405,5.094,5.094,5.094,5.094,5.094,5.094,5.47,4.948,4.616
scenario2_1000_early_0.05,1000,1000,1,26512,26,27,26.512,27,27,0.499855979258026,0.249856,26,27,1,26.5072846043995,1.0190534110673,26.5025672002416,-0.048013829974839,-1.99769467213115,0.018853952144615,6.90757747902737,4.87999999999993,0,0,0,0,0,0,0,0,5.11999999999993,1.50269679537179,0.262582781471766,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,184,1000,646.634146341463,1000,369.863637106352,136799.11005354,226,1000,774,-0.155327207105669,-1.87930875254712,10,1,987,100,1,295.668057118113,87419.6,1,1.75,0.75,2.66661970231855,5.1109647212479,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,11.66,15.975,2.47,5.095,5.095,5.095,5.095,5.095,5.095,5.488,4.962,4.631
scenario2_1000_early_0.1,1000,1000,1,26478,26,27,26.478,26,26,0.499515765516965,0.249516,26,27,1,26.4732930346576,1.01904032018452,26.4685921122087,0.088085307887046,-1.99224097853444,0.018865313298473,6.9075774169114,5.21999999999993,0,0,0,0,0,0,0,0,4.77999999999993,1.50903887613935,0.292155966937817,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,178,1000,645.80487804878,1000,370.107777283149,136979.766805473,232,1000,768,-0.148021277086144,-1.885359553223,12,1,981,83.3333333333333,1.5,270.657943209177,73255.7222222222,1,3,2,3.0150629493765,7.09072630910688,4,1,996,250,1.5,430.703494297411,185505.5,1,250.5,249.5,1.15469742676754,-0.666669064126471,9.966,11.761,16.007,2.514,5.094,5.094,5.094,5.094,5.094,5.094,5.502,4.976,4.645
scenario2_1000_early_0.15,1000,1000,1,26489,26,27,26.489,26,26,0.499878985355456,0.249879,26,27,1,26.4842855346139,1.01905429631135,26.4795745162385,0.044010651866779,-1.99806306252226,0.018871191262617,6.90757725676748,5.10999999999993,0,0,0,0,0,0,0,0,4.88999999999993,1.50226648698369,0.260575340510893,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,186,1000,646.073170731707,1000,369.940297770244,136855.823914337,241,1000,759,-0.149264975268833,-1.88473642428215,14,1,974,71.4285714285714,1,250.336834309785,62668.5306122449,1,2.75,1.75,3.32780440484012,9.07530123159553,4,1,994,250,2.5,429.550346292492,184513.5,1,251.5,250.5,1.1546723960235,-0.666688388849582,9.966,11.848,16.042,2.554,5.094,5.094,5.094,5.094,5.094,5.094,5.515,4.992,4.661
scenario2_1000_early_0.2,1000,1000,1,26491,26,27,26.491,26,26,0.499918993437937,0.249919,26,27,1,26.4862846613055,1.01905583577102,26.4815722962013,0.036005833417561,-1.99870357995991,0.018871276789775,6.9075772461927,5.08999999999993,0,0,0,0,0,0,0,0,4.90999999999993,1.50151773562442,0.257082049422085,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,176,1000,646.121951219512,1000,369.987158321775,136890.497323022,236,1000,764,-0.150752500969807,-1.88250403278649,20,1,966,50,1,210.148280982738,44162.3,1,2.25,1.25,4.1292562787532,15.0514498629656,9,1,983,111.111111111111,2,308.260151475429,95024.3209876543,2,3,1,2.47484652365812,4.12492305081121,9.966,11.955,16.077,2.615,5.094,5.094,5.094,5.094,5.094,5.094,5.534,5.006,4.674
scenario2_1000_insert_0.05,1000,1000,1,26572,26,30,26.572,27,27,0.612222181891509,0.374816,26,27,1,26.5650614123806,1.02303778819614,26.5582311479302,1.14902046859547,3.40542314641209,0.023040124262062,6.90749205536063,1.185,0,1.24,0,0,0.0425,0,0.025,0,0.0075,1.49959185372969,0.257488298441415,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,112,1,1000,237.25,1,383.040223083686,146719.8125,1,254.5,253.5,1.34077538571341,0.045991996374069,3,1,998,333.333333333333,1,469.990307228659,220890.888888889,1,499.5,498.5,0.707106781186548,-1.5,3,1,998,333.333333333333,1,469.990307228659,220890.888888889,1,499.5,498.5,0.707106781186548,-1.5,9.966,11.61,15.978,2.443,5.124,5.124,5.124,5.124,5.124,5.124,5.484,4.956,4.625
scenario2_1000_insert_0.1,1000,1000,1,26682,26,30,26.682,27,27,0.732718226878518,0.536876,26,27,1,26.6721714576718,1.02737409536326,26.6625634865037,1.36849543972992,3.17130918113063,0.027461143350518,6.90738266829851,1.0825,0,1.225,0,0,0.115,0,0.06,0,0.0175,1.49647068357823,0.303532034052754,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,200,1,1000,133.41,1,309.865732051803,96016.7719000001,1,1,0,2.26722056342164,3.48551984619149,2,1,999,500,500,499,249001,250.5,749.5,499,0,-2,5,1,996,200,1,398,158404,1,1,0,1.5,0.25,9.966,11.658,16.031,2.462,5.161,5.161,5.161,5.161,5.161,5.161,5.48,4.955,4.63
scenario2_1000_insert_0.15,1000,1000,1,26709,26,30,26.709,27,27,0.800199350162195,0.640319,26,27,1,26.6973403148777,1.02980418371123,26.6859916296404,1.48451623901849,3.16055085860986,0.029959914267183,6.90731274397602,1.1075,0,1.1425,0,0,0.152500000000001,0,0.065,0,0.0325,1.46313665238816,0.198826891605604,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,269,1,1000,99.2899628252788,1,273.111871510965,74590.0943602217,1,1,0,2.80600349197634,6.30663464350774,7,1,994,142.857142857143,1,347.477616369099,120740.693877551,1,1,0,2.04124145231932,2.16666666666667,16,1,985,62.5,1,238.188475791756,56733.75,1,1,0,3.61478445646026,11.0666666666667,9.966,11.732,16.07,2.527,5.189,5.189,5.189,5.189,5.189,5.189,5.498,4.973,4.642
scenario2_1000_insert_0.2,1000,1000,1,26804,26,30,26.804,27,27,0.845921982218218,0.715584,26,27,1,26.7909863563256,1.03147501592542,26.7782926823081,1.2956490077857,2.20733549966552,0.031559542688338,6.90726365657643,0.995000000000004,0,1.155,0,0,0.232500000000001,0,0.08,0,0.0375,1.43729982133253,0.229025407171755,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,333,1,1000,80.4924924924925,1,248.665599297465,61834.5802739677,1,1,0,3.22130854330237,8.88985670706604,7,1,994,142.857142857143,1,347.477616369099,120740.693877551,1,1,0,2.04124145231932,2.16666666666667,17,1,984,58.8235294117647,1,231.294117647059,53496.9688581315,1,1,0,3.75,12.0625,9.966,11.762,16.091,2.534,5.215,5.215,5.215,5.215,5.215,5.215,5.494,4.968,4.638
scenario2_1000_late_0.05,1000,1000,1,26491,26,27,26.491,26,26,0.499918993437937,0.249919,26,27,1,26.4862846613055,1.01905583577102,26.4815722962013,0.036005833417561,-1.99870357995991,0.018871276789775,6.9075772461927,5.08999999999993,0,0,0,0,0,0,0,0,4.90999999999993,1.50151773562442,0.257082049422085,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,180,1000,646.121951219512,1000,370.008120881345,136906.009518144,224,1000,776,-0.151070584317048,-1.88210955352764,4,1,997,250,1,431.280651084651,186003,1,250,249,1.15470053837925,-0.666666666666667,2,1,999,500,500,499,249001,250.5,749.5,499,0,-2,9.966,11.604,15.965,2.445,5.094,5.094,5.094,5.094,5.094,5.094,5.474,4.956,4.628
scenario2_1000_late_0.1,1000,1000,1,26492,26,27,26.492,26,26,0.499935995903476,0.249936,26,27,1,26.4872842812386,1.01905649000477,26.4825712992304,0.032004096786595,-1.99897573778887,0.0188712062473,6.9075772430433,5.07999999999993,0,0,0,0,0,0,0,0,4.91999999999993,1.50119936666102,0.255596596804954,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,165,1000,646.146341463415,1000,369.957846047991,136868.807852469,238,1000,762,-0.15075261540938,-1.8823101293271,4,2,992,250,3,428.394677838089,183522,2,251,249,1.15468796026619,-0.666676366691978,3,1,997,333.333333333333,2,469.283378023225,220226.888888889,1.5,499.5,498,0.707104373079521,-1.5,9.966,11.639,15.984,2.473,5.094,5.094,5.094,5.094,5.094,5.094,5.488,4.964,4.634
scenario2_1000_late_0.15,1000,1000,1,26489,26,27,26.489,26,26,0.499878985355456,0.249879,26,27,1,26.4842855346139,1.01905429631135,26.4795745162385,0.044010651866779,-1.99806306252226,0.018871191262617,6.90757725676748,5.10999999999993,0,0,0,0,0,0,0,0,4.88999999999993,1.50226648698369,0.260575340510893,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,185,1000,646.073170731707,1000,369.908452105013,136832.262938727,238,1000,762,-0.148741650136485,-1.88559819781582,5,1,996,200,1,398,158404,1,1,0,1.5,0.25,3,2,996,333.333333333333,2,468.576093666286,219563.555555556,2,499,497,0.707106781186548,-1.5,9.966,11.668,16.004,2.496,5.095,5.095,5.095,5.095,5.095,5.095,5.501,4.974,4.644
scenario2_1000_late_0.2,1000,1000,1,26488,26,27,26.488,26,26,0.499855979258026,0.249856,26,27,1,26.4832860278524,1.0190534110673,26.4785757392879,0.048013829974839,-1.99769467213115,0.018871035157733,6.90757726419329,5.11999999999993,0,0,0,0,0,0,0,0,4.87999999999993,1.50269679537179,0.262582781471766,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,190,1000,646.048780487805,1000,369.925434227976,136844.826888757,237,1000,763,-0.148650819292915,-1.88565252026659,5,1,994,200,2,397.000251889089,157609.2,1,2,1,1.49999524139665,0.249993655197548,4,1,996,250,1.5,430.703494297411,185505.5,1,250.5,249.5,1.15469742676754,-0.666669064126471,9.966,11.727,16.034,2.543,5.095,5.095,5.095,5.095,5.095,5.095,5.513,4.985,4.656
scenario2_1000_rework_0.05,1000,1000,1,26565,26,30,26.565,27,26,0.629106509265323,0.395775,26,27,1,26.5576823240136,1.02366032769577,26.550489844297,1.21212000744914,3.21166240626202,0.023681780887082,6.90747739470263,1.225,0,1.18,0,0,0.06,0,0.0275,0,0.0075,1.49635106725027,0.250372663211498,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,182,1007,647.926829268293,1000,371.212804016182,137798.945865556,222,1002,780,-0.150313725218536,-1.88295606030779,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,11.603,15.974,2.417,5.094,5.094,5.094,5.094,5.094,5.094,5.478,4.952,4.621
scenario2_1000_rework_0.1,1000,1000,1,26628,26,30,26.628,27,27,0.685285342029143,0.469616,26,27,1,26.6193662018903,1.0256747353916,26.6109074917755,1.32238217932254,3.33073175673394,0.02573551682549,6.90742765833362,1.145,0,1.2075,0,0,0.0925,0,0.0425,0,0.0125,1.49022519778911,0.24700359682449,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,185,1010,649.463414634146,1000,371.463493105704,137985.126710291,239,1004,765,-0.150531814102622,-1.88416754217939,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,11.612,15.981,2.437,5.095,5.095,5.095,5.095,5.095,5.095,5.476,4.952,4.622
scenario2_1000_rework_0.15,1000,1000,1,26734,26,30,26.734,27,27,0.806996902100622,0.651244,26,27,1,26.7221358156418,1.03006444077455,26.7105728760548,1.39760472992488,2.68246457246605,0.030186163765266,6.90730571166503,1.07,0,1.1625,0,0,0.157500000000001,0,0.0825,0,0.0275,1.46465617997197,0.223751659172067,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,186,1016,652.048780487805,1000,373.218562214474,139292.09518144,235,1009,774,-0.149607720213722,-1.8832854325986,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,11.666,16.024,2.449,5.095,5.095,5.095,5.095,5.095,5.095,5.481,4.957,4.623
scenario2_1000_rework_0.2,1000,1000,1,26807,26,30,26.807,27,27,0.884166839459613,0.781751,26,27,1,26.7928078120992,1.0328766657768,26.7789886131515,1.31485113844927,1.92936743203301,0.0329826850994,6.90721875247343,1.0375,0,1.095,0,0,0.220000000000001,0,0.1075,0,0.04,1.41372294265788,0.126392280910987,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,175,1020,653.829268292683,1000,374.600138192194,140325.263533611,241,1013,772,-0.148558611119331,-1.88348531220477,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,11.711,16.051,2.475,5.094,5.094,5.094,5.094,5.094,5.094,5.49,4.965,4.634
scenario2_1000_skip_0.05,1000,1000,1,26428,24,27,26.428,26,26,0.599012520737255,0.358816,26,27,1,26.4211167070365,1.02318343750377,26.4141344968597,-0.851989021355416,1.43944093816397,0.022665828694463,6.90749665336753,0.04,0,0,0.07,0,0,1.64666666666666,0,0,1.57666666666666,1.49774419983369,0.254234479076576,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,188,1000,644.585365853659,994,368.823044066694,136030.437834622,216,997,781,-0.153251043074647,-1.88043115734203,2,1,999,500,500,499,249001,250.5,749.5,499,0,-2,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,11.574,15.948,2.417,5.095,5.095,5.095,5.095,5.095,5.095,5.477,4.95,4.621
scenario2_1000_skip_0.1,1000,1000,1,26324,23,27,26.324,26,26,0.755661299789793,0.571024,26,27,1,26.312785629557,1.02989899048065,26.3011768514198,-1.61540291946696,4.2398635138607,0.028706173066016,6.90733645015823,0.03,0,0.06,0,0,0.08,0,1.23,0,1.1,1.50224872547614,0.301943506911423,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,187,1000,642.048780487805,990,368.258853235489,135614.582986318,227,994,767,-0.150184761410673,-1.88379788907242,4,1,996,250,1.5,430.703494297411,185505.5,1,250.5,249.5,1.15469742676754,-0.666669064126471,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,11.61,15.948,2.447,5.093,5.093,5.093,5.093,5.093,5.093,5.483,4.958,4.627
scenario2_1000_skip_0.15,1000,1000,1,26271,23,27,26.271,26,26,0.795964195174632,0.633559,26,27,1,26.2586078851866,1.0314353339298,26.245865008345,-1.26115057897195,1.98219953877923,0.03029820696489,6.90729007222055,0.015,0,0.095,0,0,0.170000000000001,0,1.1375,0,1.0825,1.4497330963589,0.183821450758169,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,185,1000,640.756097560976,989,367.348693291292,134945.06246282,237,991,754,-0.149558968949644,-1.88518174261815,4,1,992,250,3.5,428.395261411701,183522.5,2.5,251,248.5,1.15467850980467,-0.666683602458824,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,11.644,15.939,2.456,5.094,5.094,5.094,5.094,5.094,5.094,5.485,4.959,4.627
scenario2_1000_skip_0.2,1000,1000,1,26252,23,27,26.252,26,26,0.815166240714126,0.664496,26,27,1,26.2389855694135,1.03224463535216,26.2255945917776,-1.25603425099987,1.92935992845938,0.031051586192066,6.90726650652274,0.02,0,0.0925,0,0,0.197500000000001,0,1.1175,0,1.0725,1.43355464974299,0.153690207686493,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,41,182,1000,640.292682926829,977,365.908241456752,133888.841165973,235,989,754,-0.154606937994158,-1.88091898484899,5,1,991,200,2,395.502718069042,156422.4,1,5,4,1.49994851167243,0.249931167558599,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,11.633,15.941,2.45,5.095,5.095,5.095,5.095,5.095,5.095,5.48,4.955,4.626
scenario3_1000_all_0.05,1000,1000,1,43891,40,49,43.891,43,43,1.77006186332569,3.133119,43,46,3,43.85582153252,1.04073227431666,43.821175569622,0.574275422978877,-1.16245962966346,0.04032858361226,6.90694796440178,0.001111111111111,0.001111111111111,0.273333333333332,0.385555555555556,0.095555555555556,0.006666666666667,0.233333333333334,0.113333333333333,0,0.001111111111111,0.864851715359803,-0.65353095311475,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,90,1001,685.796875,999,372.260542987347,138577.911865234,316.5,1000,683.5,-0.394219657921839,-1.73232216441199,2,1,999,500,500,499,249001,250.5,749.5,499,0,-2,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.575,18.702,3.727,5.749,5.749,5.749,5.749,5.749,5.749,6.024,5.462,5.11
scenario3_1000_all_0.1,1000,1000,1,43990,40,50,43.99,43,43,1.82260802149009,3.3219,43,46,3,43.952661567938,1.04197935441514,43.9157600553826,0.445891217231814,-1.0266466268654,0.041432326017051,6.90690177328908,0.004,0.007,0.238,0.294,0.107,0.007,0.255,0.079,0.004,0.005,0.665639950208463,-1.26174096131016,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,98,1,1002,448.877551020408,325.5,443.465878063067,196661.985006247,1,999,998,0.326455418104604,-1.711545393981,4,1,997,250,1,431.280651084651,186003,1,250,249,1.15470053837925,-0.666666666666667,3,1,998,333.333333333333,1,469.990307228659,220890.888888889,1,499.5,498.5,0.707106781186548,-1.5,9.966,14.596,18.715,3.74,5.759,5.759,5.759,5.759,5.759,5.759,6.024,5.463,5.111
scenario3_1000_all_0.15,1000,1000,1,44008,39,50,44.008,43,43,1.85146860626909,3.427936,43,46,3,43.9694568561822,1.04266547013629,43.9313348000552,0.415605341474747,-0.991763424556731,0.042071182654724,6.9068749318302,0.006363636363636,0.003636363636364,0.216363636363638,0.266363636363636,0.091818181818182,0.010909090909091,0.223636363636363,0.081818181818182,0.002727272727273,0.005454545454545,0.657638833203368,-1.24679160954665,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,104,1,1003,423.153846153846,265,443.162146251034,196392.687869822,1,1000,999,0.423401362856804,-1.6421908650164,4,1,997,250,1,431.280651084651,186003,1,250,249,1.15470053837925,-0.666666666666667,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.595,18.731,3.758,5.76,5.76,5.76,5.76,5.76,5.76,6.029,5.467,5.114
scenario3_1000_all_0.2,1000,1000,1,43919,39,49,43.919,43,43,1.82768678935971,3.340439,42,46,4,43.8814328623367,1.04213391383095,43.8443439467881,0.484377447657938,-0.977367684184218,0.041614945453214,6.90689470072243,0.001,0.006,0.004,0.248,0.312,0.091,0.015,0.233,0.078,0.012,0.769246826987628,-1.05425187519073,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,108,1,1003,406.657407407407,251.5,442.294776893592,195624.669667352,1,999,998,0.488741110128469,-1.58710967574306,3,1,996,333.333333333333,3,468.576805040777,219564.222222222,2,499.5,497.5,0.70709711969599,-1.5,3,1,998,333.333333333333,1,469.990307228659,220890.888888889,1,499.5,498.5,0.707106781186548,-1.5,9.966,14.602,18.72,3.754,5.757,5.757,5.757,5.757,5.757,5.757,6.031,5.468,5.116
scenario3_1000_attribute_0.05,1000,1000,1,43920,42,47,43.92,43,43,1.75145653671451,3.0676,43,46,3,43.8855044793249,1.04033531894805,43.8514584590143,0.494109547334172,-1.32418764781136,0.039878336446141,6.90696501499925,0.498,0,0.662,0,0.174,0,0,0,0.5,0.166,0.773605940893872,-1.02946537083114,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,78,1000,686.25,1000,372.140010614285,138488.1875,328,1000,672,-0.39959015712889,-1.71921818086882,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.579,18.703,3.726,5.749,5.749,5.749,5.749,5.749,5.749,6.024,5.462,5.109
